Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     190/323612078     caml_modify [12]
-----------------------------------------------
                                   5             camlStdlib__format__output_acc_802354 <cycle 1> [123]
                                   1             camlStdlib__format__compute_tag_802342 <cycle 1> [113]
                0.00    0.00       1/1           camlStdlib__format__fun_903479 [103]
[123]    0.0    0.00    0.00       2+5       camlStdlib__format__output_acc_802354 <cycle 1> [123]
                0.00    0.00       1/4           camlStdlib__format__advance_left_601878 [105]
                0.00    0.00       1/1           camlStdlib__format__pp_close_box_701915 [183]
                0.00    0.00       1/4           camlStdlib__format__scan_push_701904 [151]
                0.00    0.00       1/1           camlStdlib__format__enqueue_advance_601880 [222]
                0.00    0.00       1/81370415     caml_apply2 [34]
                0.00    0.00       1/2           camlStdlib__format__output_formatting_lit_802348 [471]
                0.00    0.00       1/1           camlStdlib__format__enqueue_string_as_601887 [504]
                0.00    0.00       1/1           camlStdlib__format__pp_print_string_802022 [510]
                0.00    0.00       1/1           camlCamlinternalFormat__fun_8706687 [483]
                0.00    0.00       1/1           camlCamlinternalFormat__open_box_of_string_6503488 [485]
                0.00    0.00       1/971         camlStdlib__bytes__sub_1032 [355]
                0.00    0.00       1/4           camlStdlib__format__pp_open_box_gen_701908 [445]
                                   1             camlStdlib__format__compute_tag_802342 <cycle 1> [113]
                                   5             camlStdlib__format__output_acc_802354 <cycle 1> [123]
-----------------------------------------------
                                                 <spontaneous>
[124]    0.0    0.00    0.00                 camlPpx_inline_test_lib__Runtime__set_lib_and_partition_402529 [124]
                0.00    0.00     136/323612078     caml_modify [12]
-----------------------------------------------
                                                 <spontaneous>
[125]    0.0    0.00    0.00                 camlPpx_inline_test_lib__Runtime__unset_lib_502534 [125]
                0.00    0.00     136/323612078     caml_modify [12]
                0.00    0.00     136/140         caml_string_equal [389]
-----------------------------------------------
                                                 <spontaneous>
[126]    0.0    0.00    0.00                 camlExpect_test_collector__set_1791 [126]
                0.00    0.00     132/323612078     caml_modify [12]
-----------------------------------------------
                                                 <spontaneous>
[127]    0.0    0.00    0.00                 camlExpect_test_collector__unset_1793 [127]
                0.00    0.00     132/323612078     caml_modify [12]
-----------------------------------------------
                                                 <spontaneous>
[128]    0.0    0.00    0.00                 unix_error_of_code [128]
                0.00    0.00      52/33592605     caml_alloc_small [24]
-----------------------------------------------
                0.00    0.00       2/53          camlStdlib__callback__register_exception_1063 [187]
                0.00    0.00      51/53          camlCamlinternalMod__update_mod_1122 [110]
[129]    0.0    0.00    0.00      53         caml_obj_tag [129]
                0.00    0.00      53/7910408     caml_page_table_lookup [46]
-----------------------------------------------
                                                 <spontaneous>
[130]    0.0    0.00    0.00                 camlCore_kernel__Quickcheck__weighted_choice_408930 [130]
                0.00    0.00      19/21          camlStdlib__array__of_list_1099 [132]
                0.00    0.00      19/21          camlStdlib__array__fill_1105 [133]
                0.00    0.00      19/9704466     camlStdlib__array__init_1022 [51]
-----------------------------------------------
                0.00    0.00       1/26          unix_create_error_checking_mutex [202]
                0.00    0.00       1/26          caml_thread_new_descriptor [178]
                0.00    0.00       1/26          caml_mutex_new [200]
                0.00    0.00       1/26          caml_copy_int32 [194]
                0.00    0.00       2/26          caml_ml_open_descriptor_in [175]
                0.00    0.00       2/26          caml_ml_open_descriptor_out [176]
                0.00    0.00       2/26          caml_ml_out_channels_list [155]
                0.00    0.00       3/26          camlBig_int__big_int_of_int_1121 [164]
                0.00    0.00       5/26          caml_ba_alloc [149]
                0.00    0.00       8/26          camlNat__make_nat_1158 [145]
[131]    0.0    0.00    0.00      26         caml_alloc_custom [131]
                0.00    0.00      26/33592605     caml_alloc_small [24]
                0.00    0.00       2/6           alloc_generic_table [439]
                0.00    0.00       1/1           caml_realloc_custom_table [570]
-----------------------------------------------
                0.00    0.00       2/21          camlCore_kernel__Quickcheck__of_list_409342 [161]
                0.00    0.00      19/21          camlCore_kernel__Quickcheck__weighted_choice_408930 [130]
[132]    0.0    0.00    0.00      21         camlStdlib__array__of_list_1099 [132]
                0.00    0.00      21/40870869     caml_make_vect [22]
                0.00    0.00      21/21          camlStdlib__array__list_length_1095 [415]
-----------------------------------------------
                0.00    0.00       2/21          camlCore_kernel__Quickcheck__of_list_409342 [161]
                0.00    0.00      19/21          camlCore_kernel__Quickcheck__weighted_choice_408930 [130]
[133]    0.0    0.00    0.00      21         camlStdlib__array__fill_1105 [133]
                0.00    0.00      42/323612078     caml_modify [12]
